Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
7673,1.05,Ideal,F,VVS2,60.5,55.0,6.67,6.58,4.01,10011
16887,0.41,Ideal,D,VS2,61.6,55.0,4.77,4.74,2.93,1076
19751,0.73,Ideal,H,VVS1,62.1,56.0,5.75,5.8,3.59,3220
17979,0.7,Very Good,F,SI1,59.8,59.0,5.78,5.82,3.47,2161
9289,0.33,Premium,D,SI1,60.3,58.0,4.47,4.49,2.7,608
12427,0.42,Ideal,G,VS2,61.2,56.0,4.84,4.8,2.95,1087
3927,0.82,Premium,E,SI2,62.0,59.0,6.02,5.94,3.71,2593
25498,1.02,Ideal,H,I1,62.1,56.0,6.45,6.4,3.99,3987
15557,0.41,Very Good,E,SI2,63.0,57.0,4.7,4.73,2.97,638
22724,1.0,Ideal,H,VS2,62.5,56.0,6.41,6.33,3.98,5139
14950,1.01,Very Good,G,SI1,63.3,57.0,6.37,6.35,4.02,4185
9933,0.3,Ideal,D,VS2,62.0,55.0,4.34,4.31,2.68,911
10302,1.59,Ideal,H,VS1,60.7,56.0,7.54,7.58,4.59,13839
6142,1.03,Fair,J,SI2,56.2,62.0,6.73,6.69,3.77,3246
26674,1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,15840
26581,1.0,Ideal,F,VVS2,61.3,53.0,6.44,6.48,3.96,10577
1084,0.41,Ideal,G,VS1,60.8,56.0,4.79,4.82,2.92,899
1568,1.0,Good,D,SI1,65.1,54.0,6.23,6.27,4.07,4786
14555,0.43,Ideal,G,IF,62.4,54.0,4.84,4.87,3.03,1318
1071,0.9,Ideal,H,VS1,62.0,56.0,6.22,6.19,3.85,4234
8846,0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,3808
1906,1.8,Ideal,H,VS1,62.0,57.0,7.84,7.78,4.84,16683
8277,0.53,Ideal,E,VVS1,62.1,55.0,5.18,5.23,3.23,2604
26098,0.3,Very Good,G,SI1,61.6,59.0,4.26,4.28,2.63,447
24412,0.33,Ideal,D,VS2,62.8,54.0,4.46,4.43,2.79,1002
2694,0.58,Ideal,I,VVS2,62.0,56.0,5.34,5.38,3.32,1369
26258,1.16,Premium,H,SI1,61.2,57.0,6.84,6.76,4.16,5554
15888,1.0,Very Good,D,VS1,60.5,59.0,6.43,6.46,3.9,8077
9402,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1841
19159,0.34,Premium,D,VS2,62.1,58.0,4.5,4.45,2.78,1033
16636,1.19,Premium,E,VS1,59.8,58.0,7.01,6.94,4.17,9263
22264,2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,15485
245,1.01,Very Good,G,VVS1,61.8,59.0,6.47,6.41,3.98,8373
13353,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
7411,0.9,Very Good,J,VS2,63.5,56.0,6.12,6.1,3.88,3145
24159,0.58,Ideal,H,VS1,61.2,55.0,5.39,5.42,3.31,1671
14178,0.35,Ideal,H,SI1,61.5,56.0,4.56,4.58,2.81,523
13191,1.19,Ideal,H,VS1,62.5,54.0,6.78,6.82,4.25,7466
24756,1.2,Premium,F,SI2,62.5,59.0,6.74,6.68,4.2,5332
9222,1.35,Ideal,H,VS2,61.6,55.0,7.08,7.02,4.34,6502
16848,0.5,Good,F,VS1,56.4,62.0,5.31,5.22,2.97,1390
16143,0.4,Ideal,E,VS1,62.0,54.0,4.77,4.74,2.95,1125
26181,1.18,Very Good,E,VVS2,61.5,58.0,6.78,6.87,4.2,12100
25844,0.33,Ideal,D,VS2,62.1,56.0,4.42,4.47,2.76,781
20232,0.9,Very Good,F,SI2,63.0,56.0,6.09,6.16,3.86,3368
942,0.7,Ideal,I,VS2,62.4,56.0,5.71,5.66,3.55,2056
6953,0.35,Premium,E,VS2,59.2,58.0,4.59,4.63,2.73,767
3762,1.05,Ideal,E,VS1,62.1,56.0,6.57,6.48,4.05,9160
7090,0.33,Very Good,I,VVS1,62.5,61.0,4.38,4.42,2.75,608
5001,0.36,Very Good,E,VS2,62.1,59.0,4.55,4.59,2.84,789
16383,0.9,Good,H,SI2,63.6,60.0,6.11,6.06,3.87,3193
25775,0.45,Premium,I,SI2,60.1,59.0,4.96,4.92,3.02,830
18144,1.21,Ideal,D,VVS2,61.3,57.0,6.85,6.88,4.21,12375
16434,0.35,Ideal,F,VS2,62.4,57.0,4.5,4.51,2.81,706
18984,0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
16459,0.54,Ideal,E,VS2,61.9,57.0,5.23,5.2,3.23,1847
12278,0.8,Very Good,I,VS2,62.0,54.2,5.94,5.99,3.7,2591
25205,0.7,Good,E,VS2,61.5,61.0,5.64,5.74,3.5,2473
3179,2.23,Premium,J,SI1,,59.0,8.36,8.33,5.21,14258
7641,0.97,Ideal,J,I1,61.6,54.0,6.34,6.28,3.89,2370
22813,1.41,Premium,H,SI2,59.1,57.0,7.41,7.34,4.36,7106
842,1.01,Good,G,VS2,63.8,57.0,6.27,6.34,4.02,5279
15494,0.72,Ideal,E,SI1,,55.0,5.77,5.84,3.53,2869
16778,1.0,Premium,D,SI2,62.4,58.0,6.36,6.33,3.96,4816
8793,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
981,0.43,Very Good,E,SI1,,56.0,4.82,4.8,3.05,894
26122,0.5,Premium,E,VS2,62.3,60.0,5.09,5.05,3.16,1746
5896,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,3528
25300,0.6,Very Good,J,SI2,62.9,60.0,5.34,5.38,3.37,1022
18918,1.27,Premium,G,VVS2,61.0,58.0,7.01,6.96,4.26,10389
17439,0.3,Very Good,F,VS2,62.9,57.0,4.27,4.29,2.69,605
23279,0.32,Ideal,E,IF,61.9,55.0,4.38,4.41,2.72,1018
19256,0.71,Premium,F,VS1,61.8,59.0,5.69,5.73,3.53,2765
23130,1.01,Premium,G,VS2,61.5,60.0,6.45,6.42,3.96,6108
18694,1.01,Ideal,H,SI1,62.6,55.0,6.44,6.38,4.01,4965
22477,1.6,Premium,H,SI2,59.4,59.0,7.55,7.6,4.5,8184
24265,0.32,Premium,D,SI1,60.2,58.0,4.43,4.4,2.66,756
25549,0.4,Very Good,E,VS2,62.2,58.0,4.67,4.72,2.92,912
2068,1.02,Very Good,G,SI2,62.9,59.0,6.38,6.4,4.02,4291
5780,0.76,Ideal,G,VVS2,62.0,56.0,5.86,5.88,3.64,3927
3154,0.31,Ideal,G,VS2,62.4,55.0,4.3,4.32,2.69,544
3951,0.42,Very Good,H,SI1,59.5,57.0,4.78,5.11,2.94,700
26771,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,1056
26810,1.01,Very Good,H,SI1,61.9,57.0,6.36,6.41,3.95,4432
13469,0.32,Premium,I,VVS2,61.9,59.0,4.38,4.35,2.7,720
4072,0.54,Ideal,G,SI1,61.7,55.0,5.24,5.27,3.24,1187
20266,0.56,Ideal,G,SI1,62.5,57.0,5.26,5.23,3.28,1345
395,1.18,Very Good,G,VS2,62.7,54.7,6.74,6.77,4.23,8411
8173,0.57,Ideal,F,VVS1,60.7,57.0,5.39,5.36,3.26,2507
25599,0.5,Good,F,VS2,63.6,57.0,5.03,5.07,3.21,1436
23153,1.06,Premium,D,VS2,62.3,59.0,6.52,6.48,4.05,7679
25839,1.53,Premium,F,SI1,62.0,56.0,7.47,7.39,4.61,11370
14820,0.31,Ideal,F,VVS2,61.2,56.0,4.37,4.39,2.68,761
16775,0.82,Premium,F,SI1,61.1,60.0,6.02,5.96,3.66,3080
3373,2.3,Ideal,J,SI1,62.3,57.0,8.41,8.34,5.22,12316
22192,0.3,Ideal,H,IF,61.5,56.0,4.31,4.34,2.66,789
6452,0.59,Ideal,G,IF,59.5,58.0,5.49,5.57,3.29,2551
6251,0.73,Ideal,G,SI1,60.9,57.0,5.81,5.85,3.55,3089
439,2.01,Premium,J,VS2,60.5,60.0,8.13,8.09,4.91,13400
26630,0.47,Premium,J,SI2,61.9,59.0,4.99,4.96,3.08,867
8709,2.61,Good,I,SI2,64.2,63.0,8.66,8.57,5.53,13784
21197,0.72,Premium,G,VS1,58.9,58.0,5.93,5.85,3.47,3032
26700,0.32,Very Good,D,VVS1,61.9,54.0,4.42,4.46,2.75,983
9375,0.32,Ideal,E,VS2,61.3,57.0,4.42,4.45,2.72,702
19576,0.73,Premium,E,VS1,61.2,58.0,5.77,5.83,3.55,3370
19325,0.64,Premium,F,SI1,60.1,60.0,5.62,5.57,3.36,1901
3256,0.29,Very Good,H,VVS2,61.7,55.0,4.27,4.3,2.64,541
26854,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,784
10417,0.25,Ideal,G,VVS1,61.7,56.0,4.05,4.07,2.51,582
6694,0.76,Premium,D,SI2,58.8,57.0,6.03,5.98,3.51,2706
154,1.01,Premium,E,SI2,61.6,56.0,6.45,6.4,3.96,4751
17924,1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
4152,0.32,Ideal,E,SI1,61.5,55.0,4.4,4.44,2.72,682
12174,0.3,Very Good,G,IF,61.0,62.0,4.32,4.34,2.64,895
26619,0.71,Good,E,SI1,61.5,61.0,5.64,5.67,3.48,2573
3726,0.71,Very Good,E,VS2,62.9,57.0,5.68,5.7,3.58,2964
8010,1.01,Premium,D,SI2,62.6,60.0,6.4,6.37,4.0,4338
13885,1.02,Ideal,F,VS1,62.2,57.0,6.39,6.43,3.99,7836
14078,1.52,Premium,D,SI2,60.2,60.0,7.4,7.46,4.47,8737
5443,0.51,Ideal,I,VS1,62.0,57.0,5.1,5.13,3.17,1376
18183,0.32,Premium,J,IF,61.2,59.0,4.44,4.41,2.71,684
18752,0.32,Premium,D,SI1,61.3,60.0,4.43,4.41,2.71,756
964,0.33,Premium,G,SI1,62.3,59.0,4.44,4.39,2.75,631
17388,0.7,Premium,I,VVS1,62.9,58.0,5.67,5.65,3.56,2536
7779,1.33,Premium,H,SI1,61.9,58.0,7.04,6.98,4.34,7302
19208,0.33,Premium,I,VVS1,61.9,60.0,4.44,4.41,2.74,780
26541,1.7,Premium,I,SI1,59.8,59.0,7.72,7.7,4.61,7797
11187,1.05,Very Good,E,SI2,63.3,57.0,6.5,6.46,4.1,4763
21545,0.33,Ideal,D,SI1,62.8,55.0,4.45,4.41,2.78,780
16734,1.72,Premium,H,SI2,62.3,58.0,7.71,7.6,4.77,10869
9512,0.32,Ideal,D,VS2,61.1,56.0,4.41,4.39,2.69,972
23713,0.9,Ideal,H,VVS2,62.0,57.0,6.2,6.15,3.83,4838
13411,1.03,Very Good,F,SI2,61.8,59.0,6.43,6.48,3.99,4414
16233,0.47,Good,E,SI1,60.2,64.0,5.1,5.04,3.05,987
10333,0.4,Ideal,D,SI1,62.5,55.0,4.71,4.73,2.95,741
17629,1.0,Fair,D,SI2,65.0,56.0,6.27,6.23,4.06,3965
10731,0.3,Premium,G,VS1,62.5,59.0,4.32,4.25,2.68,787
13565,0.55,Ideal,J,VS1,62.3,56.0,5.26,5.24,3.27,1550
17247,2.01,Very Good,H,SI1,63.1,56.0,8.05,8.0,5.06,11825
7952,0.77,Premium,F,VS2,62.1,59.0,5.85,5.87,3.64,3218
21169,0.32,Ideal,H,VS2,61.2,55.0,4.41,4.45,2.71,523
17180,1.7,Good,J,VS2,64.0,58.0,7.41,7.47,4.76,8146
15083,1.05,Ideal,I,SI1,62.6,56.0,6.45,6.53,4.06,4466
25275,1.04,Very Good,D,VS2,63.1,54.0,6.44,6.53,4.09,7679
11001,0.33,Ideal,G,IF,62.1,56.0,4.41,4.44,2.75,984
21818,0.3,Ideal,J,VVS2,62.1,56.0,4.31,4.32,2.68,439
11302,0.74,Ideal,H,SI2,,56.0,5.78,5.84,3.57,2289
18382,0.54,Good,H,VS1,63.2,58.0,5.12,5.16,3.25,1361
24095,1.2,Premium,G,VS1,63.0,61.0,6.62,6.59,4.16,8938
9155,1.0,Very Good,G,VS2,63.8,58.0,6.31,6.35,4.04,6389
2109,1.02,Good,H,SI2,,61.0,6.75,6.68,3.89,3770
7203,0.43,Premium,F,VS1,61.0,57.0,4.89,4.84,2.97,1129
21544,0.5,Good,E,SI1,64.0,57.0,5.04,4.99,3.21,1155
6067,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3501
5520,1.7,Very Good,G,VS2,61.9,55.0,7.64,7.68,4.74,18107
19140,1.5,Fair,H,VS1,64.8,55.0,7.25,7.2,4.68,8044
6350,0.4,Ideal,H,VVS2,60.8,55.0,4.79,4.82,2.92,877
17373,0.3,Premium,E,IF,61.9,61.0,4.32,4.27,2.66,984
8977,0.58,Premium,E,VS1,60.7,58.0,5.41,5.36,3.27,2105
1652,0.3,Good,D,SI2,63.3,57.0,4.26,4.3,2.71,447
21355,0.35,Ideal,E,VS2,61.6,55.0,4.54,4.49,2.78,984
4626,0.3,Premium,E,VVS2,61.4,60.0,4.28,4.25,2.62,1013
15352,1.29,Premium,G,VS1,62.4,58.0,6.89,6.86,4.29,9354
11278,0.3,Ideal,E,SI1,61.7,58.0,4.29,4.3,2.65,499
20341,1.28,Ideal,D,SI1,61.5,55.0,7.01,7.05,4.32,9548
11989,0.7,Very Good,E,SI1,63.5,58.0,5.65,5.62,3.58,2592
17999,0.54,Ideal,F,VS1,60.9,56.0,5.27,5.29,3.21,1937
14511,0.9,Very Good,I,VS1,63.2,57.0,6.1,6.05,3.84,3484
5019,1.2,Ideal,H,I1,58.6,57.0,7.01,6.96,4.09,3763
2207,0.35,Ideal,D,VS1,63.0,57.0,4.51,4.48,2.83,990
23476,0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,872
4991,1.25,Premium,H,VS1,59.3,57.0,7.11,7.05,4.2,7560
8933,1.22,Premium,H,VS2,62.3,58.0,6.85,6.77,4.24,6608
14590,0.57,Premium,F,VS2,60.3,58.0,5.44,5.4,3.27,1847
1769,0.51,Ideal,D,SI1,61.7,55.0,5.11,5.16,3.17,1569
2015,0.55,Ideal,G,VVS2,62.5,56.0,5.25,5.22,3.27,2129
1788,0.33,Premium,E,VS2,61.7,60.0,4.45,4.4,2.73,928
8919,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,3004
11149,0.71,Good,I,VVS1,63.8,56.0,5.7,5.65,3.62,2572
25150,0.71,Ideal,E,SI1,61.5,57.0,5.7,5.75,3.52,2654
8469,0.31,Good,H,SI1,63.6,57.0,4.31,4.28,2.73,558
21774,1.0,Ideal,D,SI1,61.9,57.0,6.39,6.41,3.96,5804
5476,1.33,Ideal,G,VVS1,62.2,54.0,7.02,7.06,4.38,12255
15320,0.33,Ideal,I,VVS2,62.7,54.0,4.42,4.45,2.78,579
1678,1.1,Very Good,E,SI2,63.3,56.0,6.58,6.53,4.15,4140
15279,0.54,Good,D,SI2,63.2,57.0,5.16,5.19,3.27,1249
13124,0.41,Premium,E,SI1,61.5,61.0,4.78,4.75,2.93,904
247,0.9,Ideal,E,SI2,62.6,57.0,6.13,6.2,3.86,3808
3155,2.01,Premium,J,VS1,60.1,59.0,8.25,8.18,4.94,15185
1244,0.35,Very Good,H,VVS2,63.0,55.0,4.48,4.5,2.83,706
7380,0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,3351
16811,0.26,Ideal,F,VS1,62.4,53.0,4.11,4.13,2.57,618
20948,0.9,Premium,H,VS2,61.8,58.0,6.12,6.17,3.8,4155
19967,1.85,Ideal,I,VVS2,62.4,57.0,7.91,7.86,4.92,14245
19984,0.3,Very Good,G,VVS2,61.8,59.0,4.22,4.26,2.62,684
23824,0.76,Premium,E,SI2,62.4,58.0,5.83,5.86,3.65,2451
18,1.01,Ideal,D,VS2,59.8,56.0,6.52,6.49,3.89,7127
6237,1.47,Premium,F,SI2,61.6,60.0,7.38,7.33,4.53,8314
17472,0.71,Good,I,VVS2,63.6,57.0,5.69,5.66,3.61,2450
22753,0.52,Premium,G,VVS2,61.1,59.0,5.2,5.15,3.16,2012
15511,0.51,Premium,F,VS2,62.1,58.0,5.09,5.12,3.17,1569
4903,1.51,Good,H,SI2,62.8,60.0,7.22,7.26,4.55,7929
8731,0.7,Ideal,G,SI1,61.3,56.0,5.73,5.78,3.53,2480
24734,0.78,Premium,F,SI1,62.3,57.0,5.86,5.85,3.65,2469
7141,0.7,Ideal,I,VS1,63.1,54.0,5.61,5.67,3.56,2142
20707,1.18,Ideal,I,VVS2,62.7,55.0,6.7,6.79,4.23,6678
2304,1.0,Very Good,I,SI1,63.3,56.0,6.27,6.36,4.0,4538
5000,0.61,Premium,E,VS2,61.2,62.0,5.48,5.44,3.34,1704
26327,1.04,Premium,E,SI2,60.1,60.0,6.53,6.51,3.92,4436
11409,1.15,Very Good,H,SI1,60.9,57.0,6.72,6.8,4.12,5047
8930,1.11,Good,H,SI1,64.2,58.0,6.53,6.47,4.17,4606
26169,0.92,Ideal,E,SI1,61.7,57.0,6.24,6.27,3.86,5014
10951,1.01,Premium,G,SI2,,60.0,6.48,6.44,3.88,4270
21886,2.02,Ideal,I,SI2,62.6,56.0,8.05,8.01,5.03,10181
4530,0.3,Very Good,G,VVS2,62.9,55.0,4.3,4.32,2.71,684
2895,1.0,Very Good,F,VS2,62.8,57.0,6.29,6.35,3.97,6957
18089,1.25,Premium,G,VVS1,62.0,58.0,6.96,6.87,4.29,7389
20037,0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34,2367
6538,0.37,Premium,D,SI1,62.3,56.0,4.64,4.61,2.88,874
16590,0.5,Good,G,VVS2,61.2,63.3,5.06,5.08,3.1,1690
13983,0.7,Premium,J,SI1,61.3,59.0,5.73,5.75,3.52,1735
8781,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,7697
26394,0.3,Premium,G,SI2,58.1,61.0,4.47,4.41,2.58,506
18408,0.32,Ideal,F,VVS1,62.0,56.0,4.37,4.41,2.72,867
2721,0.34,Good,E,SI2,63.7,55.0,4.43,4.46,2.83,477
20862,0.36,Ideal,D,VS2,62.0,54.0,4.6,4.62,2.86,776
21279,0.71,Ideal,G,SI1,61.4,57.0,5.76,5.71,3.52,2386
311,0.7,Ideal,H,SI2,59.9,57.0,5.77,5.74,3.45,2142
14609,1.52,Ideal,G,SI2,61.3,57.0,7.39,7.36,4.52,8852
16045,1.0,Premium,G,VS1,62.3,58.0,6.39,6.3,3.95,6290
16312,1.02,Premium,G,SI2,61.7,58.0,6.46,6.41,3.97,3027
10261,0.77,Ideal,E,SI1,62.5,56.0,5.87,5.91,3.68,3000
16943,0.3,Premium,E,VS2,62.4,59.0,4.26,4.3,2.67,658
6911,0.5,Ideal,G,VVS2,61.4,56.0,5.11,5.15,3.15,1787
24611,0.32,Premium,E,VS2,62.6,58.0,4.36,4.4,2.74,702
633,2.01,Premium,J,SI2,62.8,58.0,8.09,8.0,5.05,12407
14423,1.2,Ideal,E,VVS2,62.2,57.0,6.81,6.77,4.22,11839
5454,0.31,Premium,G,VS1,62.1,58.0,4.35,4.31,2.69,802
7793,1.01,Very Good,H,SI2,63.5,58.0,6.29,6.37,4.02,4475
23860,1.7,Premium,I,SI2,61.7,56.0,7.66,7.57,4.7,7140
21,1.04,Premium,D,VVS2,61.1,60.0,6.54,6.51,3.99,10984
23987,1.21,Premium,J,SI2,60.8,58.0,6.93,6.88,4.19,3984
24447,0.32,Ideal,H,IF,61.1,56.0,4.45,4.48,2.73,814
811,0.37,Ideal,G,VS2,62.2,57.0,4.64,4.59,2.87,833
9474,0.51,Very Good,H,VS1,62.5,58.0,5.09,5.12,3.19,1343
635,0.91,Premium,F,SI2,61.4,60.0,6.21,6.23,3.82,3682
14589,0.23,Very Good,F,VVS2,60.8,59.0,3.97,3.99,2.42,472
21752,1.13,Ideal,H,SI1,62.3,56.0,6.69,6.66,4.16,5483
11423,0.31,Premium,G,VS1,62.8,58.0,4.3,4.27,2.69,802
9004,0.37,Premium,E,SI1,60.6,54.0,4.68,4.63,2.82,833
16548,1.03,Ideal,I,SI2,59.8,56.0,6.64,6.58,3.95,3530
11111,0.41,Premium,G,VVS1,59.7,60.0,4.83,4.85,2.89,1074
5412,1.0,Ideal,F,VS2,62.0,55.0,6.43,6.48,4.0,5844
9169,1.32,Good,J,VS1,62.6,62.0,6.92,7.01,4.36,6147
18590,0.61,Premium,H,SI1,61.2,58.0,5.45,5.43,3.33,1588
13820,0.7,Very Good,F,SI1,59.4,59.0,5.75,5.8,3.43,2573
4256,1.34,Ideal,F,VS2,62.5,56.0,7.09,7.05,4.42,7504
9857,0.7,Very Good,E,VS2,62.4,60.0,5.57,5.61,3.49,2755
16861,1.01,Premium,E,VS2,,58.0,6.47,6.37,4.04,6335
26419,0.9,Very Good,G,VS1,61.5,56.0,6.2,6.23,3.82,5148
3176,0.7,Very Good,E,VS1,61.1,55.0,5.72,5.77,3.51,3061
13793,0.73,Ideal,E,SI1,61.4,56.0,5.79,5.81,3.56,2886
12765,0.4,Good,D,SI2,63.4,59.0,4.67,4.7,2.97,622
13030,1.06,Ideal,H,VS2,62.4,57.0,6.54,6.48,4.06,4416
17470,0.31,Ideal,F,VS2,61.9,55.0,4.31,4.35,2.68,625
7872,0.3,Ideal,H,IF,62.0,57.0,4.26,4.29,2.65,764
8441,1.18,Premium,H,SI2,58.7,60.0,7.01,6.93,4.09,4956
6991,1.01,Premium,H,VS2,62.9,60.0,6.33,6.22,3.95,4559
19572,1.01,Premium,G,VS2,61.5,56.0,6.47,6.41,3.96,5864
8901,0.3,Ideal,H,SI1,62.2,57.0,4.26,4.29,2.66,450
26708,0.4,Very Good,J,VS1,63.4,58.0,4.64,4.61,2.93,810
12497,0.56,Ideal,G,SI1,63.0,55.0,5.26,5.22,3.3,1287
19378,1.07,Ideal,E,SI2,62.4,57.0,6.52,6.55,4.08,4613
7522,0.42,Very Good,I,SI1,63.5,54.0,4.76,4.72,3.01,829
5427,0.4,Very Good,G,SI1,62.6,55.3,4.69,4.71,2.93,795
20144,2.01,Ideal,F,SI2,60.0,56.0,8.17,8.22,4.92,17220
9087,0.71,Ideal,E,SI1,61.1,57.0,5.75,5.77,3.52,3128
22694,1.07,Very Good,H,VS2,61.5,57.0,6.57,6.63,4.06,5254
6725,0.34,Ideal,F,VS2,61.4,55.0,4.54,4.52,2.78,856
15413,1.21,Very Good,F,VS2,63.5,58.0,6.76,6.73,4.28,7826
18354,0.35,Ideal,H,VS1,62.0,56.0,4.54,4.56,2.82,614
4799,1.01,Good,E,VS2,63.8,59.0,6.26,6.22,3.98,5430
4498,0.72,Very Good,F,SI1,63.4,58.0,5.69,5.66,3.6,2670
1315,0.9,Premium,I,VS2,63.0,59.0,6.1,6.06,3.83,3292
22278,0.71,Good,H,SI1,58.4,62.1,5.8,5.83,3.4,2282
3466,0.55,Ideal,F,VS2,61.4,57.0,5.26,5.3,3.24,2026
7279,0.53,Ideal,E,VVS1,61.5,54.0,5.23,5.25,3.22,3323
14941,1.07,Premium,G,SI1,60.5,62.0,6.69,6.6,4.02,4949
10767,1.27,Ideal,G,SI2,58.8,56.0,7.16,7.06,4.18,4936
6620,1.2,Premium,I,SI2,60.0,58.0,6.93,6.91,4.15,5080
1204,0.42,Premium,F,IF,62.2,56.0,4.85,4.8,3.0,1389
24118,0.51,Ideal,D,SI1,62.4,57.0,5.09,5.13,3.19,1569
18409,0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,646
18029,0.93,Very Good,D,SI1,60.8,59.0,6.24,6.27,3.8,4527
16951,1.01,Good,G,VS2,60.3,57.0,6.46,6.51,3.91,5655
26390,1.0,Fair,J,SI1,64.9,58.0,6.29,6.23,4.06,3427
25513,1.01,Very Good,H,SI1,62.7,59.0,6.27,6.33,3.95,4242
12366,0.3,Ideal,F,VS2,62.7,57.0,4.27,4.31,2.69,605
1521,0.51,Very Good,E,SI1,62.9,57.0,5.06,5.11,3.2,1304
12605,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89,5214
14425,0.3,Ideal,F,VS2,62.3,58.0,4.26,4.23,2.64,569
4170,0.31,Very Good,H,VS1,61.4,56.0,4.37,4.39,2.69,544
9583,0.31,Ideal,D,VS2,61.3,57.0,4.36,4.41,2.69,621
8927,1.01,Ideal,J,SI1,60.2,59.0,6.48,6.51,3.91,4194
7547,0.32,Ideal,G,VS1,61.6,56.0,4.38,4.42,2.71,645
16285,0.57,Ideal,E,SI1,60.8,55.0,5.39,5.41,3.28,1670
16748,1.24,Premium,F,VS1,62.5,58.0,6.87,6.83,4.28,10033
13483,0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
25210,0.5,Very Good,F,VVS2,60.8,59.0,5.08,5.11,3.1,1915
4471,0.29,Very Good,E,VS1,60.0,57.0,4.33,4.34,2.6,619
6451,2.02,Ideal,J,SI2,62.7,56.9,8.03,8.07,5.05,11314
4111,1.62,Ideal,G,VS2,61.7,56.0,7.53,7.57,4.66,14777
15661,0.81,Ideal,E,SI1,60.3,56.0,6.05,6.13,3.67,3413
22913,1.01,Good,G,VVS2,63.2,59.0,6.34,6.38,4.02,7528
15976,0.5,Ideal,D,VS2,62.8,56.0,5.08,5.04,3.18,1845
20670,0.31,Ideal,F,IF,62.1,56.0,4.33,4.36,2.7,979
25321,0.57,Ideal,E,VS2,61.8,55.0,5.38,5.34,3.31,1949
130,0.4,Premium,D,SI2,60.4,59.0,4.8,4.83,2.91,666
21070,0.25,Ideal,F,VS1,61.8,56.0,4.07,4.09,2.52,595
741,0.6,Very Good,J,VS1,62.6,56.0,5.37,5.41,3.37,1378
231,0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3521
6708,0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,671
13805,1.51,Premium,H,IF,60.2,60.0,7.44,7.41,4.47,13194
19754,0.27,Very Good,F,VVS2,62.5,59.0,4.11,4.15,2.58,544
2160,0.27,Very Good,E,VS1,62.9,56.0,4.12,4.15,2.6,470
17893,2.0,Premium,I,VS1,60.8,59.0,8.13,8.02,4.91,18795
11077,1.39,Good,F,SI2,63.8,55.0,7.08,7.05,4.51,7096
11561,0.8,Ideal,I,VS1,62.6,54.0,5.92,5.96,3.72,2842
24,1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,4508
44,0.3,Ideal,G,VVS1,61.7,54.0,4.32,4.34,2.67,764
8596,0.9,Very Good,D,SI1,62.6,58.0,6.11,6.15,3.84,4381
18360,0.3,Premium,E,VS2,62.0,60.0,4.26,4.23,2.63,844
26411,1.32,Premium,I,SI2,61.3,59.0,7.01,6.95,4.28,5588
26051,0.62,Ideal,D,VVS1,62.2,54.0,5.45,5.48,3.4,3968
18110,0.72,Ideal,E,SI1,60.5,55.0,5.8,5.86,3.53,3409
12549,0.71,Very Good,F,SI1,62.3,60.0,5.65,5.68,3.53,2436
25702,0.56,Ideal,G,VVS1,62.3,55.0,5.25,5.31,3.29,2055
7703,1.25,Very Good,G,VVS1,60.2,58.0,6.97,7.04,4.22,11589
13024,0.74,Good,F,SI2,62.6,65.0,5.66,5.69,3.55,2685
9593,0.71,Very Good,E,VS1,63.3,59.0,5.64,5.67,3.58,2946
407,0.25,Good,D,VS1,57.6,60.0,4.15,4.18,2.4,399
23394,0.32,Premium,G,SI2,61.0,59.0,4.42,4.36,2.68,540
481,0.58,Ideal,F,VVS2,61.8,56.0,5.36,5.39,3.32,2395
3464,0.32,Premium,E,VVS2,61.1,58.0,4.42,4.45,2.71,842
12027,0.92,Ideal,H,VS1,60.9,57.0,6.33,6.29,3.84,4328
16090,0.36,Ideal,H,IF,60.6,56.0,4.64,4.66,2.82,980
21113,1.03,Very Good,D,VVS2,62.7,58.0,6.39,6.43,4.02,11677
